국가,매체,제목,링크,요약,이미지,수집일시
국내,머니투데이,"띵동띵동…""설 선물 배송 완료"" 또 날아온 이 문자, 누르지 마세요",https://n.news.naver.com/mnews/article/008/0005317020,"방미통위, 스팸 주의 당부 불법 스팸 신고 방법./사진제공=방송미디어통신위원회 설 명절을 앞두고 방송미디어통신위원회가 국민 보이스피싱·스미싱 피해 방지를 위해 두 팔을 걷어붙였다. 방미통위가 설 명절을 앞두고 ""설날대비~200만원 받으세요"", ""설날행사 1+2=3통 행사"" 등 미끼 문자가 전송되고 있다며 11일 주의를 당부했다. 미끼 문자에 포함된 인터넷주...",https://imgnews.pstatic.net/image/008/2026/02/11/0005317020_001_20260211103114032.jpg?type=w800,2026-02-11 14:44
국내,파이낸셜뉴스,"홍범식 LG U+ 대표, MWC 기조연설 나선다",https://n.news.naver.com/mnews/article/014/0005476834,LG CEO 중 처음 홍범식 LG유플러스 대표가 지난해 MWC 205에서 LG유플러스의 AX 전략을 소개하고 있다. LG유플러스 제공 [파이낸셜뉴스] LG유플러스는 홍범식 대표가 3월 2일(현지시간) 스페인 바르셀로나에서 열리는 세계 최대 이동통신 전시회 ‘모바일월드콩그레스(MWC) 2026’의 개막식 기조 연설자로 나선다고 11일 밝혔다. LG그룹 계열사...,https://imgnews.pstatic.net/image/014/2026/02/11/0005476834_001_20260211093814719.jpg?type=w800,2026-02-11 14:44
국내,데일리안,"카카오게임즈, 신작 부재에 작년 영업손실 396억원…""본업에 집중""",https://n.news.naver.com/mnews/article/119/0003058520,"지난해 매출 4650억원, 영업손실 396억원 신작 출시 공백 및 글로벌 투자 확대 영향 '게임' 중심 사업 재정비…플랫폼 확장 추진 하반기 글로벌 공략 파이프라인 가시화 ⓒ카카오게임즈 [데일리안 = 이주은 기자] 카카오게임즈가 길어지는 신작 공백으로 지난해 부진한 실적을 거뒀다. 카카오게임즈는 지난해 연매출 4650억원, 영업손실 396억원을 기록했다고 ...",https://imgnews.pstatic.net/image/119/2026/02/11/0003058520_001_20260211084910799.jpg?type=w800,2026-02-11 14:44
국내,헤럴드경제,"NC AI, ‘K-피지컬AI 얼라이언스’ 컨소시엄 구성…53개 기관 참여",https://n.news.naver.com/mnews/article/016/0002599155,WFM·RFM 개발 목표 53개 기관 연합 데이터-모델-실증 잇는 밸류체인 구축 기업 제조·물류 현장 데이터 학습 추진 NC AI의 ‘K-피지컬AI 얼라이언스’ 컨소시엄 소개 이미지 [NC AI] [헤럴드경제=차민주 기자] NC AI가 ‘K-피지컬AI 얼라이언스’ 컨소시엄을 구성했다. 해당 컨소시엄은 정보통신기획평가원이 주관하는 ‘피지컬AI 모델 학습을 위...,https://imgnews.pstatic.net/image/016/2026/02/11/0002599155_001_20260211083707846.png?type=w800,2026-02-11 14:44
국내,뉴스1,"삼성전자, '갤럭시 언팩 2026' 초대장 공개…""당신의 삶을 더 쉽게""",https://n.news.naver.com/mnews/article/421/0008767598,26일 온라인 생중계…AI 기능 대폭 강화 예고 (서울=뉴스1) 김민수 기자 = 삼성전자가 '삼성 갤럭시 언팩 2026(Galaxy Unpacked 2026)' 초대장을 공개했다. 삼성전자는 11일 뉴스룸을 통해 '다음 AI 폰은 당신의 삶을 더 쉽게 만듭니다(The Next AI Phone Makes Your Life Easier)'라는 문구가 담긴 초대...,https://imgnews.pstatic.net/image/421/2026/02/11/0008767598_001_20260211085114417.gif?type=w800,2026-02-11 14:44
국내,강원도민일보,"과기부총리 ""쿠팡 '3000건 유출' 주장 신뢰 떨어져""",https://n.news.naver.com/mnews/article/654/0000166215,"정부 조사단 파악 유출 규모 3367만건 ""유출 정보, 하드 또는 클라우드 저장 가능…쿠팡 입장 불명확"" ▲ 최우혁 과학기술정보통신부 정보보호네트워크정책실장이 10일 서울 종로구 정부서울청사에서 쿠팡 침해사고 민관합동조사단 조사결과를 브리핑하고 있다. 연합뉴스 배경훈 부총리 겸 과학기술정보통신부 장관은 11일 쿠팡 이용자 개인정보 유출 사건과 관련해, '3...",https://imgnews.pstatic.net/image/654/2026/02/11/0000166215_001_20260211112815694.png?type=w800,2026-02-11 14:44
국내,매일경제,"삼성SDS, 美 물류혁신 콘퍼런스서 AI 접목 ‘디지털 물류 해법’ 공개",https://n.news.naver.com/mnews/article/009/0005635719,"디지털 물류 서비스 플랫폼 ‘첼로스퀘어’ 전시 부스 운영 “북미·유럽 시장 적극 공략” 삼성SDS는 지난 9~11일(현지시간) 미국 라스베이거스에서 열린 글로벌 물류 혁신 콘퍼런스 ‘매니페스트 2026’ 패널 세션에서 글로벌 공급망 리스크 대응 전략을 소개했다. 삼성SDS 미주법인 안재원 그룹장(왼쪽부터), 삼성SDS 물류사업부 임지현 상무, 삼성SDS 유...",https://imgnews.pstatic.net/image/009/2026/02/11/0005635719_001_20260211110211708.jpg?type=w800,2026-02-11 14:44
국내,연합뉴스,"과기정통부, 'K-히어로' 등 기업부설연구소 지원사업 시행",https://n.news.naver.com/mnews/article/001/0015900149,과학기술정보통신부 [과학기술정보통신부 제공] (서울=연합뉴스) 조승한 기자 = 과학기술정보통신부는 기업부설연구소 지원사업인 'K-히어로(HERO) 육성·지원사업'과 '협력·융합 과학 기술사업화 촉진 지원사업'을 공고하고 24일 설명회를 연다고 11일 밝혔다. K-히어로 사업은 우수성과 성장 가능성이 검증된 연구소에 맞춤형 지원하는 사업으로 올해는 16개 과...,https://imgnews.pstatic.net/image/001/2026/02/11/PCM20200130000205990_P4_20260211120200896.jpg?type=w800,2026-02-11 14:44
국내,연합뉴스,"산업부, 온디바이스 AI반도체 공동개발 지원…5년간 1조원 투자",https://n.news.naver.com/mnews/article/001/0015900563,김정관 장관 퓨리오사AI 찾아 'AI반도체 핵심기업 간담회' 2조원 규모 반도체 특별회계·4.5조 상생파운드리 등 추진 AI 반도체 (PG) [연합뉴스 자료사진] (서울=연합뉴스) 김동규 기자 = 정부가 인공지능(AI) 반도체 산업 육성을 위해 앞으로 5년간 1조원 규모의 'K-온디바이스 AI반도체' 공동개발 사업에 착수한다. 올해 안에 2조원 규모의 반도...,https://imgnews.pstatic.net/image/001/2026/02/11/AKR20260211111200003_02_i_P4_20260211143119549.jpg?type=w800,2026-02-11 14:44
국내,디지털데일리,"송재혁 삼성전자 CTO ""커스텀 HBM 다음 단계로…'삼성 cHBM' 준비 중""",https://n.news.naver.com/mnews/article/138/0002217815,HBM 밑바탕에 GPU 코어 탑재…'데이터 병목' [반도체레이다] 11일 세미콘 코리아 2026 기조연설에 나선 송재혁 삼성전자 CTO [디지털데일리 고성현기자] 삼성전자가 차세대 고대역폭메모리(HBM) 대응을 위해 커스텀 HBM 개발 로드맵을 공개했다. 특히 고객사의 컴퓨팅 칩(Die)을 베이스 다이에 넣은 '삼성 cHBM'을 개발해 메모리 한계를 넘겠다...,https://imgnews.pstatic.net/image/138/2026/02/11/0002217815_001_20260211142511114.jpg?type=w800,2026-02-11 14:44
미국,TechCrunch,"With co-founders leaving and an IPO looming, Elon Musk turns talk to the moon",https://techcrunch.com/2026/02/10/with-co-founders-leaving-and-an-ipo-looming-elon-musk-turns-talk-to-the-moon/,"According to The New York Times, which reports that it heard the meeting, Musk told employees that xAI needs a lunar manufacturing facility, a factory on the moon that will build AI satellites and fling them into space via a giant catapult.",https://techcrunch.com/wp-content/uploads/2026/02/GettyImages-2256968212.jpg?w=1024,2026-02-11 14:44
미국,TechCrunch,OpenAI policy exec who opposed chatbot’s “adult mode” reportedly fired on discrimination claim,https://techcrunch.com/2026/02/10/openai-policy-exec-who-opposed-chatbots-adult-mode-reportedly-fired-on-discrimination-claim/,The executive has denied the allegation that she engaged in discrimination.,https://techcrunch.com/wp-content/uploads/2025/02/GettyImages-2195918462.jpg?w=1024,2026-02-11 14:44
미국,TechCrunch,"Okay, now exactly half of xAI’s founding team has left the company",https://techcrunch.com/2026/02/10/nearly-half-of-xais-founding-team-has-now-left-the-company/,"Whatever the cause of the departures, the cumulative impact is alarming. There is a lot of work left to do at xAI, and an IPO will bring more scrutiny than the lab has ever faced before.","https://techcrunch.com/wp-content/uploads/2025/07/GettyImages-2223576505.jpg?resize=1200,800",2026-02-11 14:44
미국,TechCrunch,Amazon may launch a marketplace where media sites can sell their content to AI companies,https://techcrunch.com/2026/02/10/amazon-may-launch-a-marketplace-where-media-sites-can-sell-their-content-to-ai-companies/,A new report claims the e-commerce giant is looking to create a pipeline of licensable content between media publishers and AI companies.,https://techcrunch.com/wp-content/uploads/2025/02/GettyImages-2198353077.jpg?w=1024,2026-02-11 14:44
미국,TechCrunch,An ice dance duo skated to AI music at the Olympics,https://techcrunch.com/2026/02/10/olympics-czech-ice-dancers-duo-ai-music/,Czech ice dancers Katerina Mrazkova and Daniel Mrazek are learning the hard way that LLMs sometimes spit out straight-up plagiarism.,"https://techcrunch.com/wp-content/uploads/2026/02/GettyImages-2260763822.jpg?resize=1200,800",2026-02-11 14:44
미국,TechCrunch,Boston Dynamics CEO Robert Playter steps down after 30 years at the company,https://techcrunch.com/2026/02/10/boston-dynamics-ceo-robert-playter-steps-down-after-30-years-at-the-company/,"Robert Playter announcd he is leaving Boston Dynamics after 30 years at the company in various roles, including six years as CEO.","https://techcrunch.com/wp-content/uploads/2022/06/boston-dynamics-spot-equipped-with-velodyne-lidar.jpeg?resize=1200,800",2026-02-11 14:44
미국,TechCrunch,"VC Masha Bucher, Epstein associate and Day One founder, explains herself",https://techcrunch.com/2026/02/10/vc-masha-bucher-epstein-associate-and-day-one-founder-explains-herself/,"After numerous news reports documented Masha Bucher's close business and personal relationship with convicted sex offender Jeffrey Epstein, Bucher took to X to explain.","https://techcrunch.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-26-at-12.51.48.jpeg?resize=909,1200",2026-02-11 14:44
미국,TechCrunch,Google sent personal and financial information of student journalist to ICE,https://techcrunch.com/2026/02/10/google-sent-personal-and-financial-information-of-student-journalist-to-ice/,The tech giant handed over the personal information of a journalist and student who attended a pro-Palestinian protest in 2024. This is the latest example of ICE using its controversial subpoena powers to target people critical of the Trump administration.,"https://techcrunch.com/wp-content/uploads/2026/02/google-logo.jpg?resize=1200,800",2026-02-11 14:44
미국,The Verge,The Toyota Highlander is now a three-row electric SUV with 320 miles of range,https://www.theverge.com/transportation/875906/toyota-highlander-ev-suv-range-specs,"Toyota unveiled the new 2027 Highlander, a fully redesigned midsize SUV that marks the brand's first three-row electric vehicle for the US market and the first Toyota EV assembled in America. It's a familiar name - Toyota has been selling gas Highlanders for over 20 years - with an all-new powertrain aimed directly at one […]",https://platform.theverge.com/wp-content/uploads/sites/2/2026/02/2027_Toyota_Highlander_Limited_Spellbound2Tone_004.jpg?quality=90&strip=all&crop=0%2C10.715752200538%2C100%2C78.568495598924&w=1200,2026-02-11 14:44
미국,The Verge,Amazon Ring’s Super Bowl ad sparks backlash amid fears of mass surveillance,https://www.theverge.com/tech/876866/ring-search-party-super-bowl-ad-online-backlash,"Ring's new Search Party feature has once again drawn backlash for the company. A 30-second ad that aired during Sunday's Super Bowl showed Ring cameras ""surveilling"" neighborhoods to locate a lost dog. In the current political climate, a prime-time ad celebrating neighborhood surveillance struck a nerve. People voiced concerns across social media that the AI-powered […]",https://platform.theverge.com/wp-content/uploads/sites/2/2026/02/Screenshot-2026-02-10-at-7.36.46%E2%80%AFPM.png?quality=90&strip=all&crop=0%2C1.1834423207665%2C100%2C97.633115358467&w=1200,2026-02-11 14:44
미국,The Verge,Boston Dynamics CEO Robert Playter is stepping down after six years,https://www.theverge.com/tech/876819/boston-dynamics-robots-ceo-steps-down-hyundai,"Robert Playter, CEO of Boston Dynamics, announced on Tuesday that he is stepping down from his role effective immediately and leaving the company on February 27th, as previously reported by A3. Under Playter's leadership, Boston Dynamics navigated its way through an acquisition from Softbank that brought it to Hyundai in 2021, and it launched a […]",https://platform.theverge.com/wp-content/uploads/sites/2/2026/02/gettyimages-1245202538.jpg?quality=90&strip=all&crop=0%2C11.102312883363%2C100%2C77.795374233274&w=1200,2026-02-11 14:44
미국,The Verge,Bezos could have saved The Washington Post’s local news and sports reporters,https://www.theverge.com/policy/876834/bezos-washington-post-sports-local-reporters,"Hello and welcome to Regulator, a newsletter for Verge subscribers about tech politicking in the age of Trump. If you're a subscriber, you are dominant and talented, like the Seattle Seahawks. If you're not a subscriber yet, it's time to get your act together, like the New England Patriots. (I'm from Boston and I'm allowed […]",https://platform.theverge.com/wp-content/uploads/sites/2/2026/02/gettyimages-2259500016.jpg?quality=90&strip=all&crop=0%2C10.737892056687%2C100%2C78.524215886627&w=1200,2026-02-11 14:44
미국,The Verge,ChatGPT’s deep research tool adds a built-in document viewer so you can read its reports,https://www.theverge.com/ai-artificial-intelligence/876775/openai-deep-research-chatgpt-full-screen-report-viewer,"OpenAI is updating ChatGPT's deep research tool with a full-screen viewer that you can use to scroll through and navigate to specific areas of its AI-generated reports. As shown in a video shared by OpenAI, the built-in viewer allows you to open ChatGPT's reports in a window separate from your chat, while showing a table […]",https://platform.theverge.com/wp-content/uploads/sites/2/2025/10/STK155_OPEN_AI_CVirginia__C.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-02-11 14:44
미국,The Verge,Samsung’s next Unpacked is confirmed for later this month,https://www.theverge.com/tech/876717/samsung-galaxy-unpacked-february-2026-s26,"Samsung's annual Galaxy S-series reveal is later than usual this year, but we finally have a confirmed date to circle on the calendar: February 25th. And if you were hoping for major hardware upgrades from the company's flagship phones, you probably shouldn't hold your breath: an extensive leak published by WinFuture has seemingly confirmed that […]","https://platform.theverge.com/wp-content/uploads/sites/2/2026/02/static-unpk-invitation_1x1_1080x1080_lettermark.jpg?quality=90&strip=all&crop=0,23.821989528796,100,52.356020942408",2026-02-11 14:44
미국,The Verge,Trump’s new ‘Buy American’ requirement for EV charging would dramatically curtail build-out,https://www.theverge.com/transportation/876703/trump-ev-charging-buy-american-nevi-funds,"It seems clear at this point to say that Donald Trump does not want to spend a single dime on EV charging. He tried to freeze $5 billion in funding for the National Electric Vehicle Infrastructure (NEVI) program, which was approved as part of the Bipartisan Infrastructure Law. And when a federal judge ordered the […]",https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/25436996/2151153842.jpg?quality=90&strip=all&crop=0%2C10.244919691188%2C100%2C79.510160617624&w=1200,2026-02-11 14:44
미국,The Verge,Fitbit’s AI health coach is now available on your iPhone,https://www.theverge.com/gadgets/876692/fitbit-ai-health-coach-public-preview-ios,"Google announced on Tuesday that the public preview of Fitbit's AI personal health coach is rolling out to iOS users in the U.S. as well as both iOS and Android users in the UK, Canada, Australia, New Zealand, and Singapore. The update tests a major overhaul of Fitbit's app, introducing a conversational interface with a […]",https://platform.theverge.com/wp-content/uploads/sites/2/2025/08/fitbithealthcoach.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-02-11 14:44
미국,Wired,Salesforce Workers Circulate Open Letter Urging CEO Marc Benioff to Denounce ICE,https://www.wired.com/story/letter-salesforce-employees-sent-after-marc-benioffs-ice-comments/,"The letter comes after Benioff joked at a company event on Monday that ICE was monitoring international employees in attendance, sparking immediate backlash.",https://media.wired.com/photos/698b9e303a2ff3469363c0cc/master/pass/biz-salesforce-2172254667.jpg,2026-02-11 14:44
미국,Wired,"The Physics Behind the Quadruple Axel, the Most Difficult Jump in Figure Skating",https://www.wired.com/story/2026-winter-olympics-figure-skating-quadruple-axel-science/,Are you speechless watching US figure skater Ilia Malinin on the ice? Science explains how it’s possible the Quad God can do more than four full rotations in the air.,https://media.wired.com/photos/698b3cd3746dbeb7faca18ab/master/pass/2260607114,2026-02-11 14:44
미국,Wired,RFK Jr. Says Americans Need More Protein. His Grok-Powered Food Website Disagrees,https://www.wired.com/story/rfk-jr-says-americans-need-more-protein-his-grok-powered-food-website-disagrees/,The site Realfood.gov uses Elon Musk’s Grok chatbot to dispense nutrition information—some of which contradicts the government’s new guidelines.,https://media.wired.com/photos/698a07662a7b7560182df447/master/pass/GettyImages-2254661498.jpg,2026-02-11 14:44
미국,Wired,Palantir CEO Alex Karp Recorded a Video About ICE for His Employees,https://www.wired.com/story/palantir-ceo-alex-karp-employee-questions-on-ice/,"In a video shared with Palantir employees, Alex Karp did not explain how ICE is utilizing the company’s products. Instead, workers were told they can sign NDAs if they want detailed information.",https://media.wired.com/photos/69865ab7b845608c2949ef91/master/pass/Palantir-CEO-Alex-Karp-Speaks-to-Employees-About-Their-Work-With-ICE-Business-2256666945.jpg,2026-02-11 14:44
미국,Wired,This GoPro and Lens Bundle Is $200 Off,https://www.wired.com/story/gopro-hero-lens-bundle-deal-226/,You can grab a fully kitted action camera and all the lenses for $550.,https://media.wired.com/photos/698b75a2dbf6cd0017b8e44e/master/pass/This%20GoPro%20and%20Lens%20Bundle%20Is%20$200%20Off.png,2026-02-11 14:44
미국,Wired,ICE Is Expanding Across the US at Breakneck Speed. Here’s Where It’s Going Next,https://www.wired.com/story/ice-expansion-across-us-at-heres-where-its-going-next/,"ICE plans to lease offices throughout the US as part of a secret, monthslong expansion campaign. WIRED is publishing dozens of these locations.",https://media.wired.com/photos/6986655d619933b7c3265278/master/pass/politics_ice_offices_sprawl.jpg,2026-02-11 14:44
미국,Wired,"The Best TVs We’ve Reviewed in 2026: Sony, Samsung, LG, and More",https://www.wired.com/gallery/best-tvs/,"From LEDs to fancy OLED models, these are our favorite televisions at every price.",https://media.wired.com/photos/683104b3e6043309df61481d/master/pass/The%20Best%20TVs%20(and%20Helpful%20Buying%20Tips).png,2026-02-11 14:44
미국,Wired,6 Best Gaming Laptops (2026): Tested and Reviewed,https://www.wired.com/gallery/best-gaming-laptops/,"We tested the latest and greatest gaming laptops, and whittled our list down to the six absolute best you can buy right now.",https://media.wired.com/photos/6843d25f93d1ae9631e55a37/master/pass/Best%20gaming%20laptops%202025%20update_.png,2026-02-11 14:44
미국,Ars Technica,FDA refuses to review Moderna's mRNA flu vaccine,https://arstechnica.com/health/2026/02/fda-refuses-to-review-modernas-mrna-flu-vaccine/,The move comes amid RFK Jr.'s relentless efforts to enact his anti-vaccine agenda.,https://cdn.arstechnica.net/wp-content/uploads/2020/12/GettyImages-1290558683.jpg,2026-02-11 14:44
미국,Ars Technica,"SpaceX's next-gen Super Heavy booster aces four days of ""cryoproof"" testing",https://arstechnica.com/space/2026/02/spacexs-starbase-is-coming-alive-again-after-a-lull-in-starship-testing/,The next Starship flight is a key precursor for more ambitious missions.,https://cdn.arstechnica.net/wp-content/uploads/2026/02/b19proof1-1152x648.jpg,2026-02-11 14:44
미국,Ars Technica,Archive.today CAPTCHA page executes DDoS; Wikipedia considers banning site,https://arstechnica.com/tech-policy/2026/02/wikipedia-might-blacklist-archive-today-after-site-maintainer-ddosed-a-blog/,DDoS hit blog that tried to uncover Archive.today founder's identity in 2023.,https://cdn.arstechnica.net/wp-content/uploads/2025/08/wikipedia-1152x648-1754933533.jpg,2026-02-11 14:44
미국,Ars Technica,Yet another co-founder departs Elon Musk's xAI,https://arstechnica.com/ai/2026/02/grok-maker-xai-loses-another-co-founder/,"Tony Wu leaves a company now entangled with social media, space-based IPOs.",https://cdn.arstechnica.net/wp-content/uploads/2025/07/xai-grok-1152x648-1752596823.jpg,2026-02-11 14:44
미국,Ars Technica,"Dewormer ivermectin as cancer cure? RFK Jr.'s NIH funds ""absurd"" study.",https://arstechnica.com/health/2026/02/dewormer-ivermectin-as-cancer-cure-rfk-jr-s-nih-funds-absurd-study/,"There's no reason to think ivermectin cures cancer, but RFK Jr's NIH is on it anyway.",https://cdn.arstechnica.net/wp-content/uploads/2021/08/GettyImages-1232983095-1152x648.jpeg,2026-02-11 14:44
미국,Ars Technica,Windows' original Secure Boot certificates expire in June—here's what you need to do,https://arstechnica.com/gadgets/2026/02/microsoft-sounds-the-alarm-about-secure-boot-certificates-expiring-later-this-year/,PCs without the new certificates could eventually have trouble booting new OSes.,https://cdn.arstechnica.net/wp-content/uploads/2023/02/win11-pc-2023-1152x648.jpeg,2026-02-11 14:44
미국,Ars Technica,Upgraded Google safety tools can now find and remove more of your personal info,https://arstechnica.com/gadgets/2026/02/upgraded-google-safety-tools-can-now-find-and-remove-more-of-your-personal-info/,The Results About You tool is getting an upgrade.,https://cdn.arstechnica.net/wp-content/uploads/2025/05/google-logo-big-g-floating-1152x648.jpg,2026-02-11 14:44
미국,Ars Technica,The Kia PV5 electric van combines futuristic looks and thoughtful design,https://arstechnica.com/cars/2026/02/the-kia-pv5-electric-van-combines-futuristic-looks-and-thoughtful-design/,Forget VW's expensive retro bus—this is the electric van we've been waiting for.,https://cdn.arstechnica.net/wp-content/uploads/2026/02/Original-29922-aw603584-1152x648.jpg,2026-02-11 14:44
